Price,Company Name,Stops,Duration,Destination,From,Date
$304,United Airlines,nonstop,5h 31m,HNL,LAX,2023-07-21
$366,United Airlines,nonstop,5h 38m,HNL,LAX,2023-07-21
$331,American Airlines,nonstop,5h 55m,HNL,LAX,2023-07-21
$398,United Airlines,nonstop,5h 30m,HNL,LAX,2023-07-21
$398,United Airlines,nonstop,5h 40m,HNL,LAX,2023-07-21
$398,United Airlines,nonstop,5h 40m,HNL,LAX,2023-07-21
$349,Alaska Airlines,nonstop,6h 10m,HNL,LAX,2023-07-21
$450,Delta,nonstop,5h 45m,HNL,LAX,2023-07-21
$630,American Airlines,nonstop,5h 47m,HNL,LAX,2023-07-21
$730,Delta,nonstop,5h 36m,HNL,LAX,2023-07-21
$727,American Airlines,nonstop,5h 46m,HNL,LAX,2023-07-21
$391,United Airlines,1 stop,8h 30m,HNL,LAX,2023-07-21
$438,United Airlines,1 stop,8h 24m,HNL,LAX,2023-07-21
$438,American Airlines,1 stop,8h 55m,HNL,LAX,2023-07-21
$526,American Airlines,1 stop,8h 32m,HNL,LAX,2023-07-21
$526,American Airlines,1 stop,8h 55m,HNL,LAX,2023-07-21
$526,American Airlines,1 stop,8h 57m,HNL,LAX,2023-07-21
$411,United Airlines,1 stop,10h 38m,HNL,LAX,2023-07-21
$526,American Airlines,1 stop,9h 38m,HNL,LAX,2023-07-21
$526,American Airlines,1 stop,9h 40m,HNL,LAX,2023-07-21
$485,United Airlines,1 stop,10h 14m,HNL,LAX,2023-07-21
$438,United Airlines,1 stop,10h 41m,HNL,LAX,2023-07-21
$438,American Airlines,1 stop,10h 40m,HNL,LAX,2023-07-21
$395,United Airlines,1 stop,11h 36m,HNL,LAX,2023-07-21
$469,United Airlines,1 stop,11h 00m,HNL,LAX,2023-07-21
$469,United Airlines,1 stop,11h 16m,HNL,LAX,2023-07-21
$411,United Airlines,1 stop,11h 53m,HNL,LAX,2023-07-21
$485,United Airlines,1 stop,12h 16m,HNL,LAX,2023-07-21
$574,United Airlines,1 stop,11h 34m,HNL,LAX,2023-07-21
$485,United Airlines,1 stop,12h 40m,HNL,LAX,2023-07-21
$465,Hawaiian Airlines,1 stop,9h 00m,HNL,LAX,2023-07-21
$485,Hawaiian Airlines,1 stop,8h 50m,HNL,LAX,2023-07-21
$526,American Airlines,1 stop,8h 32m,HNL,LAX,2023-07-21
$533,"United Airlines, Hawaiian Airlines",1 stop,8h 33m,HNL,LAX,2023-07-21
$533,"United Airlines, Hawaiian Airlines",1 stop,8h 37m,HNL,LAX,2023-07-21
$623,"United Airlines, Hawaiian Airlines",1 stop,7h 49m,HNL,LAX,2023-07-21
$533,"United Airlines, Hawaiian Airlines",1 stop,8h 44m,HNL,LAX,2023-07-21
$526,American Airlines,1 stop,8h 55m,HNL,LAX,2023-07-21
$533,"United Airlines, Hawaiian Airlines",1 stop,8h 53m,HNL,LAX,2023-07-21
$526,American Airlines,1 stop,8h 57m,HNL,LAX,2023-07-21
$371,United Airlines,1 stop,10h 22m,HNL,LAX,2023-07-21
$485,Hawaiian Airlines,1 stop,9h 22m,HNL,LAX,2023-07-21
$425,Hawaiian Airlines,1 stop,10h 03m,HNL,LAX,2023-07-21
$533,"United Airlines, Hawaiian Airlines",1 stop,9h 05m,HNL,LAX,2023-07-21
$533,"United Airlines, Hawaiian Airlines",1 stop,9h 09m,HNL,LAX,2023-07-21
$465,Hawaiian Airlines,1 stop,9h 50m,HNL,LAX,2023-07-21
$578,"United Airlines, Hawaiian Airlines",1 stop,8h 55m,HNL,LAX,2023-07-21
$485,Hawaiian Airlines,1 stop,9h 50m,HNL,LAX,2023-07-21
$411,United Airlines,1 stop,10h 38m,HNL,LAX,2023-07-21
$623,"United Airlines, Hawaiian Airlines",1 stop,8h 40m,HNL,LAX,2023-07-21
$526,American Airlines,1 stop,9h 38m,HNL,LAX,2023-07-21
$526,American Airlines,1 stop,9h 40m,HNL,LAX,2023-07-21
$371,United Airlines,1 stop,11h 05m,HNL,LAX,2023-07-21
