Price,Company Name,Stops,Duration,Destination,From,Date
$378,United Airlines,1 stop,5h 08m,SFO,LAX,2023-07-01
$90,Amtrak,0 changes,11h 13m,SFO,LAX,2023-07-01
$428,United Airlines,1 stop,4h 26m,SFO,LAX,2023-07-01
$383,"United Airlines, Alaska Airlines",1 stop,5h 37m,SFO,LAX,2023-07-01
$369,American Airlines,1 stop,6h 01m,SFO,LAX,2023-07-01
$438,American Airlines,1 stop,4h 26m,SFO,LAX,2023-07-01
$188,United Airlines,1 stop,10h 04m,SFO,LAX,2023-07-01
$325,United Airlines,1 stop,7h 27m,SFO,LAX,2023-07-01
$369,American Airlines,1 stop,6h 24m,SFO,LAX,2023-07-01
$343,United Airlines,1 stop,7h 20m,SFO,LAX,2023-07-01
$333,Alaska Airlines,1 stop,8h 10m,SFO,LAX,2023-07-01
$343,Alaska Airlines,1 stop,8h 04m,SFO,LAX,2023-07-01
$383,Alaska Airlines,1 stop,7h 13m,SFO,LAX,2023-07-01
$412,Alaska Airlines,2 stops,6h 31m,SFO,LAX,2023-07-01
$385,United Airlines,1 stop,7h 20m,SFO,LAX,2023-07-01
$302,"Spirit Airlines, Frontier",1 stop,8h 16m,SFO,LAX,2023-07-01
$328,United Airlines,1 stop,9h 11m,SFO,LAX,2023-07-01
$453,"United Airlines, Alaska Airlines",1 stop,6h 21m,SFO,LAX,2023-07-01
$343,United Airlines,1 stop,9h 14m,SFO,LAX,2023-07-01
$323,United Airlines,1 stop,9h 15m,SFO,LAX,2023-07-01
$392,Alaska Airlines,2 stops,8h 26m,SFO,LAX,2023-07-01
$373,United Airlines,1 stop,8h 59m,SFO,LAX,2023-07-01
$407,American Airlines,2 stops,8h 09m,SFO,LAX,2023-07-01
$438,"United Airlines, Alaska Airlines",1 stop,7h 35m,SFO,LAX,2023-07-01
$377,American Airlines,1 stop,9h 21m,SFO,LAX,2023-07-01
$408,"United Airlines, Alaska Airlines",1 stop,8h 35m,SFO,LAX,2023-07-01
$363,United Airlines,1 stop,9h 52m,SFO,LAX,2023-07-01
$450,American Airlines,1 stop,7h 54m,SFO,LAX,2023-07-01
$193,United Airlines,1 stop,14h 33m,SFO,LAX,2023-07-01
$378,American Airlines,1 stop,9h 48m,SFO,LAX,2023-07-01
$368,"United Airlines, Alaska Airlines",1 stop,9h 16m,SFO,LAX,2023-07-01
$392,United Airlines,1 stop,9h 42m,SFO,LAX,2023-07-01
$498,United Airlines,1 stop,7h 05m,SFO,LAX,2023-07-01
$342,United Airlines,1 stop,10h 24m,SFO,LAX,2023-07-01
$378,United Airlines,1 stop,10h 32m,SFO,LAX,2023-07-01
$328,American Airlines,1 stop,11h 55m,SFO,LAX,2023-07-01
$392,United Airlines,1 stop,10h 31m,SFO,LAX,2023-07-01
$273,Alaska Airlines,2 stops,11h 59m,SFO,LAX,2023-07-01
$318,United Airlines,1 stop,12h 37m,SFO,LAX,2023-07-01
$382,Alaska Airlines,2 stops,10h 56m,SFO,LAX,2023-07-01
$138,"Spirit Airlines, Frontier",1 stop,15h 52m,SFO,LAX,2023-07-01
$303,American Airlines,1 stop,13h 08m,SFO,LAX,2023-07-01
$388,"United Airlines, Alaska Airlines",1 stop,10h 23m,SFO,LAX,2023-07-01
$328,United Airlines,1 stop,12h 48m,SFO,LAX,2023-07-01
$450,American Airlines,1 stop,9h 49m,SFO,LAX,2023-07-01
$604,United Airlines,1 stop,5h 56m,SFO,LAX,2023-07-01
$450,American Airlines,1 stop,9h 56m,SFO,LAX,2023-07-01
$450,American Airlines,1 stop,9h 20m,SFO,LAX,2023-07-01
$585,United Airlines,1 stop,6h 57m,SFO,LAX,2023-07-01
$633,Alaska Airlines,1 stop,5h 45m,SFO,LAX,2023-07-01
$213,United Airlines,1 stop,16h 35m,SFO,LAX,2023-07-01
$373,United Airlines,1 stop,12h 29m,SFO,LAX,2023-07-01
$438,Sun Country Air,1 stop,10h 32m,SFO,LAX,2023-07-01
$348,United Airlines,1 stop,12h 25m,SFO,LAX,2023-07-01
$358,Alaska Airlines,1 stop,12h 07m,SFO,LAX,2023-07-01
$450,American Airlines,1 stop,10h 36m,SFO,LAX,2023-07-01
$342,United Airlines,1 stop,12h 38m,SFO,LAX,2023-07-01
$392,United Airlines,1 stop,12h 15m,SFO,LAX,2023-07-01
$323,United Airlines,1 stop,14h 05m,SFO,LAX,2023-07-01
$248,American Airlines,1 stop,15h 15m,SFO,LAX,2023-07-01
$358,Alaska Airlines,1 stop,12h 24m,SFO,LAX,2023-07-01
$550,American Airlines,1 stop,8h 16m,SFO,LAX,2023-07-01
$550,American Airlines,1 stop,8h 21m,SFO,LAX,2023-07-01
$654,United Airlines,1 stop,5h 47m,SFO,LAX,2023-07-01
$393,United Airlines,1 stop,11h 00m,SFO,LAX,2023-07-01
$328,Alaska Airlines,1 stop,13h 30m,SFO,LAX,2023-07-01
$382,Alaska Airlines,2 stops,12h 51m,SFO,LAX,2023-07-01
$378,American Airlines,1 stop,13h 07m,SFO,LAX,2023-07-01
$537,"United Airlines, Alaska Airlines",2 stops,9h 00m,SFO,LAX,2023-07-01
$551,Alaska Airlines,2 stops,8h 40m,SFO,LAX,2023-07-01
$373,Alaska Airlines,2 stops,13h 19m,SFO,LAX,2023-07-01
$450,American Airlines,1 stop,10h 40m,SFO,LAX,2023-07-01
$654,United Airlines,1 stop,6h 16m,SFO,LAX,2023-07-01
$454,American Airlines,2 stops,10h 32m,SFO,LAX,2023-07-01
$550,American Airlines,1 stop,8h 58m,SFO,LAX,2023-07-01
$358,Alaska Airlines,1 stop,13h 59m,SFO,LAX,2023-07-01
$348,"United Airlines, Alaska Airlines",1 stop,14h 14m,SFO,LAX,2023-07-01
$673,United Airlines,1 stop,6h 07m,SFO,LAX,2023-07-01
$693,Alaska Airlines,1 stop,5h 40m,SFO,LAX,2023-07-01
$654,United Airlines,1 stop,6h 39m,SFO,LAX,2023-07-01
$368,"United Airlines, Alaska Airlines",1 stop,14h 06m,SFO,LAX,2023-07-01
$398,Alaska Airlines,1 stop,13h 27m,SFO,LAX,2023-07-01
$392,United Airlines,1 stop,13h 34m,SFO,LAX,2023-07-01
$673,United Airlines,1 stop,6h 22m,SFO,LAX,2023-07-01
$468,"United Airlines, Alaska Airlines",1 stop,11h 49m,SFO,LAX,2023-07-01
$654,United Airlines,1 stop,7h 04m,SFO,LAX,2023-07-01
$193,United Airlines,1 stop,18h 10m,SFO,LAX,2023-07-01
$367,Alaska Airlines,2 stops,14h 30m,SFO,LAX,2023-07-01
$342,United Airlines,1 stop,14h 22m,SFO,LAX,2023-07-01
$373,American Airlines,2 stops,14h 32m,SFO,LAX,2023-07-01
$383,United Airlines,1 stop,13h 33m,SFO,LAX,2023-07-01
$654,United Airlines,1 stop,6h 35m,SFO,LAX,2023-07-01
$303,American Airlines,1 stop,16h 27m,SFO,LAX,2023-07-01
$368,Alaska Airlines,1 stop,14h 50m,SFO,LAX,2023-07-01
$463,United Airlines,1 stop,11h 36m,SFO,LAX,2023-07-01
$454,American Airlines,2 stops,12h 41m,SFO,LAX,2023-07-01
$673,United Airlines,1 stop,7h 26m,SFO,LAX,2023-07-01
$693,Alaska Airlines,1 stop,7h 00m,SFO,LAX,2023-07-01
$550,American Airlines,1 stop,10h 49m,SFO,LAX,2023-07-01
$673,United Airlines,1 stop,7h 41m,SFO,LAX,2023-07-01
$454,American Airlines,2 stops,12h 30m,SFO,LAX,2023-07-01
$598,United Airlines,1 stop,9h 42m,SFO,LAX,2023-07-01
$654,United Airlines,1 stop,8h 17m,SFO,LAX,2023-07-01
$333,United Airlines,1 stop,16h 40m,SFO,LAX,2023-07-01
$654,United Airlines,1 stop,8h 23m,SFO,LAX,2023-07-01
$654,United Airlines,1 stop,8h 23m,SFO,LAX,2023-07-01
$378,American Airlines,1 stop,15h 34m,SFO,LAX,2023-07-01
$358,Alaska Airlines,1 stop,15h 15m,SFO,LAX,2023-07-01
$488,United Airlines,1 stop,11h 59m,SFO,LAX,2023-07-01
$342,United Airlines,1 stop,15h 41m,SFO,LAX,2023-07-01
$310,United Airlines,1 stop,16h 34m,SFO,LAX,2023-07-01
$283,American Airlines,1 stop,17h 32m,SFO,LAX,2023-07-01
$454,American Airlines,2 stops,14h 01m,SFO,LAX,2023-07-01
$439,American Airlines,1 stop,14h 39m,SFO,LAX,2023-07-01
$438,"United Airlines, Alaska Airlines",1 stop,13h 56m,SFO,LAX,2023-07-01
$654,United Airlines,1 stop,8h 23m,SFO,LAX,2023-07-01
$423,United Airlines,1 stop,14h 27m,SFO,LAX,2023-07-01
$463,United Airlines,1 stop,13h 41m,SFO,LAX,2023-07-01
$598,United Airlines,1 stop,11h 01m,SFO,LAX,2023-07-01
$428,"United Airlines, Alaska Airlines",1 stop,14h 53m,SFO,LAX,2023-07-01
$488,United Airlines,1 stop,13h 18m,SFO,LAX,2023-07-01
$398,Alaska Airlines,1 stop,16h 32m,SFO,LAX,2023-07-01
$515,JetBlue,1 stop,13h 33m,SFO,LAX,2023-07-01
$398,Alaska Airlines,1 stop,16h 35m,SFO,LAX,2023-07-01
$488,United Airlines,1 stop,12h 38m,SFO,LAX,2023-07-01
$634,United Airlines,1 stop,10h 32m,SFO,LAX,2023-07-01
$608,American Airlines,1 stop,11h 17m,SFO,LAX,2023-07-01
$347,Alaska Airlines,2 stops,16h 24m,SFO,LAX,2023-07-01
$642,"United Airlines, Alaska Airlines",1 stop,9h 44m,SFO,LAX,2023-07-01
$439,American Airlines,1 stop,15h 49m,SFO,LAX,2023-07-01
$537,American Airlines,2 stops,12h 30m,SFO,LAX,2023-07-01
$439,American Airlines,1 stop,15h 59m,SFO,LAX,2023-07-01
$439,American Airlines,1 stop,15h 08m,SFO,LAX,2023-07-01
$338,Alaska Airlines,1 stop,18h 35m,SFO,LAX,2023-07-01
$263,United Airlines,1 stop,19h 46m,SFO,LAX,2023-07-01
$368,Alaska Airlines,1 stop,17h 55m,SFO,LAX,2023-07-01
$313,Alaska Airlines,2 stops,17h 45m,SFO,LAX,2023-07-01
$313,Alaska Airlines,2 stops,17h 45m,SFO,LAX,2023-07-01
$313,Alaska Airlines,2 stops,17h 45m,SFO,LAX,2023-07-01
$358,Alaska Airlines,1 stop,18h 19m,SFO,LAX,2023-07-01
$618,United Airlines,1 stop,10h 47m,SFO,LAX,2023-07-01
$522,American Airlines,2 stops,14h 02m,SFO,LAX,2023-07-01
$442,JetBlue,1 stop,14h 36m,SFO,LAX,2023-07-01
$463,United Airlines,1 stop,15h 04m,SFO,LAX,2023-07-01
$642,"United Airlines, Alaska Airlines",1 stop,10h 28m,SFO,LAX,2023-07-01
$388,United Airlines,1 stop,17h 00m,SFO,LAX,2023-07-01
$378,Sun Country Air,1 stop,17h 06m,SFO,LAX,2023-07-01
$647,Alaska Airlines,2 stops,11h 14m,SFO,LAX,2023-07-01
$439,American Airlines,1 stop,16h 49m,SFO,LAX,2023-07-01
$634,United Airlines,1 stop,11h 51m,SFO,LAX,2023-07-01
$468,"United Airlines, Alaska Airlines",1 stop,15h 25m,SFO,LAX,2023-07-01
$423,United Airlines,1 stop,16h 42m,SFO,LAX,2023-07-01
$439,American Airlines,1 stop,17h 09m,SFO,LAX,2023-07-01
$373,United Airlines,1 stop,18h 50m,SFO,LAX,2023-07-01
