Price,Company Name,Stops,Duration,Destination,From,Date
$714,"United Airlines, Hawaiian Airlines",1 stop,8h 33m,HNL,LAX,2023-07-01
$714,"United Airlines, Hawaiian Airlines",1 stop,8h 37m,HNL,LAX,2023-07-01
$574,United Airlines,1 stop,10h 49m,HNL,LAX,2023-07-01
$661,Alaska Airlines,1 stop,9h 29m,HNL,LAX,2023-07-01
$685,American Airlines,1 stop,9h 10m,HNL,LAX,2023-07-01
$714,"United Airlines, Hawaiian Airlines",1 stop,8h 44m,HNL,LAX,2023-07-01
$623,"United Airlines, Hawaiian Airlines",1 stop,10h 13m,HNL,LAX,2023-07-01
$762,"United Airlines, Hawaiian Airlines",1 stop,8h 05m,HNL,LAX,2023-07-01
$714,"United Airlines, Hawaiian Airlines",1 stop,8h 53m,HNL,LAX,2023-07-01
$738,United Airlines,1 stop,8h 45m,HNL,LAX,2023-07-01
$714,"United Airlines, Hawaiian Airlines",1 stop,9h 09m,HNL,LAX,2023-07-01
$606,United Airlines,1 stop,10h 51m,HNL,LAX,2023-07-01
$586,"United Airlines, Hawaiian Airlines",1 stop,11h 20m,HNL,LAX,2023-07-01
$707,"United Airlines, Alaska Airlines",1 stop,8h 59m,HNL,LAX,2023-07-01
$574,United Airlines,1 stop,11h 34m,HNL,LAX,2023-07-01
$666,United Airlines,1 stop,10h 14m,HNL,LAX,2023-07-01
$742,"United Airlines, Hawaiian Airlines",1 stop,9h 05m,HNL,LAX,2023-07-01
$755,American Airlines,1 stop,8h 55m,HNL,LAX,2023-07-01
$605,Alaska Airlines,1 stop,11h 14m,HNL,LAX,2023-07-01
$666,United Airlines,1 stop,10h 22m,HNL,LAX,2023-07-01
$714,"United Airlines, Hawaiian Airlines",1 stop,9h 39m,HNL,LAX,2023-07-01
$469,United Airlines,1 stop,13h 37m,HNL,LAX,2023-07-01
$666,United Airlines,1 stop,10h 38m,HNL,LAX,2023-07-01
$714,"United Airlines, Hawaiian Airlines",1 stop,9h 57m,HNL,LAX,2023-07-01
$728,"United Airlines, Hawaiian Airlines",1 stop,9h 48m,HNL,LAX,2023-07-01
$650,United Airlines,1 stop,11h 00m,HNL,LAX,2023-07-01
$685,American Airlines,1 stop,10h 39m,HNL,LAX,2023-07-01
$469,United Airlines,1 stop,14h 01m,HNL,LAX,2023-07-01
$835,American Airlines,1 stop,8h 32m,HNL,LAX,2023-07-01
$714,"United Airlines, Hawaiian Airlines",1 stop,10h 35m,HNL,LAX,2023-07-01
$558,United Airlines,1 stop,13h 06m,HNL,LAX,2023-07-01
$835,American Airlines,1 stop,8h 57m,HNL,LAX,2023-07-01
$714,"United Airlines, Hawaiian Airlines",1 stop,10h 55m,HNL,LAX,2023-07-01
$685,American Airlines,1 stop,11h 24m,HNL,LAX,2023-07-01
$469,United Airlines,1 stop,14h 48m,HNL,LAX,2023-07-01
$666,United Airlines,1 stop,11h 53m,HNL,LAX,2023-07-01
$714,"United Airlines, Hawaiian Airlines",1 stop,11h 18m,HNL,LAX,2023-07-01
$826,American Airlines,1 stop,9h 31m,HNL,LAX,2023-07-01
$679,United Airlines,2 stops,11h 43m,HNL,LAX,2023-07-01
$583,United Airlines,2 stops,13h 17m,HNL,LAX,2023-07-01
