Price,Company Name,Stops,Duration,Destination,From,Date
$393,United Airlines,1 stop,8h 18m,ATL,LAX,2023-07-01
$679,Delta,nonstop,4h 29m,ATL,LAX,2023-07-01
$252,Spirit Airlines,1 stop,8h 52m,ATL,LAX,2023-07-01
$509,American Airlines,1 stop,7h 07m,ATL,LAX,2023-07-01
$344,American Airlines,1 stop,9h 05m,ATL,LAX,2023-07-01
$265,United Airlines,1 stop,8h 50m,ATL,LAX,2023-07-01
$342,American Airlines,1 stop,8h 31m,ATL,LAX,2023-07-01
$509,American Airlines,1 stop,6h 34m,ATL,LAX,2023-07-01
$344,American Airlines,1 stop,8h 54m,ATL,LAX,2023-07-01
$344,American Airlines,1 stop,9h 47m,ATL,LAX,2023-07-01
$437,American Airlines,2 stops,8h 25m,ATL,LAX,2023-07-01
$252,Spirit Airlines,1 stop,9h 49m,ATL,LAX,2023-07-01
$513,American Airlines,2 stops,7h 39m,ATL,LAX,2023-07-01
$434,United Airlines,1 stop,8h 57m,ATL,LAX,2023-07-01
$397,American Airlines,1 stop,9h 27m,ATL,LAX,2023-07-01
$434,United Airlines,1 stop,8h 57m,ATL,LAX,2023-07-01
$403,American Airlines,2 stops,9h 10m,ATL,LAX,2023-07-01
$513,American Airlines,2 stops,7h 39m,ATL,LAX,2023-07-01
$426,JetBlue,1 stop,8h 57m,ATL,LAX,2023-07-01
$399,American Airlines,1 stop,8h 44m,ATL,LAX,2023-07-01
$252,Spirit Airlines,1 stop,10h 27m,ATL,LAX,2023-07-01
$361,JetBlue,1 stop,9h 05m,ATL,LAX,2023-07-01
$392,United Airlines,1 stop,10h 05m,ATL,LAX,2023-07-01
$399,American Airlines,1 stop,9h 24m,ATL,LAX,2023-07-01
$580,United Airlines,1 stop,7h 47m,ATL,LAX,2023-07-01
$509,American Airlines,1 stop,8h 43m,ATL,LAX,2023-07-01
$509,American Airlines,1 stop,7h 45m,ATL,LAX,2023-07-01
$252,Spirit Airlines,1 stop,12h 14m,ATL,LAX,2023-07-01
$434,United Airlines,1 stop,9h 00m,ATL,LAX,2023-07-01
$507,American Airlines,1 stop,8h 55m,ATL,LAX,2023-07-01
$390,United Airlines,1 stop,10h 00m,ATL,LAX,2023-07-01
$399,American Airlines,1 stop,9h 24m,ATL,LAX,2023-07-01
$580,United Airlines,1 stop,7h 47m,ATL,LAX,2023-07-01
$509,American Airlines,1 stop,8h 43m,ATL,LAX,2023-07-01
$509,American Airlines,1 stop,7h 45m,ATL,LAX,2023-07-01
$252,Spirit Airlines,1 stop,12h 14m,ATL,LAX,2023-07-01
$434,United Airlines,1 stop,9h 00m,ATL,LAX,2023-07-01
$507,American Airlines,1 stop,8h 55m,ATL,LAX,2023-07-01
$580,United Airlines,1 stop,7h 55m,ATL,LAX,2023-07-01
$348,American Airlines,2 stops,11h 17m,ATL,LAX,2023-07-01
$348,American Airlines,2 stops,11h 17m,ATL,LAX,2023-07-01
$252,Spirit Airlines,1 stop,12h 28m,ATL,LAX,2023-07-01
$390,United Airlines,1 stop,10h 27m,ATL,LAX,2023-07-01
$576,American Airlines,1 stop,8h 09m,ATL,LAX,2023-07-01
$473,American Airlines,2 stops,9h 36m,ATL,LAX,2023-07-01
$397,American Airlines,1 stop,9h 59m,ATL,LAX,2023-07-01
$441,United Airlines,1 stop,9h 14m,ATL,LAX,2023-07-01
$431,American Airlines,1 stop,10h 27m,ATL,LAX,2023-07-01
$487,American Airlines,1 stop,8h 41m,ATL,LAX,2023-07-01
$392,American Airlines,2 stops,11h 02m,ATL,LAX,2023-07-01
$594,American Airlines,1 stop,8h 08m,ATL,LAX,2023-07-01
$539,Alaska Airlines,1 stop,9h 11m,ATL,LAX,2023-07-01
$669,American Airlines,1 stop,7h 08m,ATL,LAX,2023-07-01
$325,United Airlines,1 stop,11h 51m,ATL,LAX,2023-07-01
$248,United Airlines,1 stop,13h 13m,ATL,LAX,2023-07-01
$361,JetBlue,1 stop,10h 30m,ATL,LAX,2023-07-01
$492,American Airlines,1 stop,9h 58m,ATL,LAX,2023-07-01
$419,Alaska Airlines,1 stop,11h 16m,ATL,LAX,2023-07-01
$403,American Airlines,2 stops,11h 05m,ATL,LAX,2023-07-01
$356,United Airlines,1 stop,10h 42m,ATL,LAX,2023-07-01
$437,American Airlines,2 stops,10h 40m,ATL,LAX,2023-07-01
$276,Spirit Airlines,1 stop,12h 57m,ATL,LAX,2023-07-01
$467,American Airlines,2 stops,10h 16m,ATL,LAX,2023-07-01
$537,United Airlines,2 stops,9h 16m,ATL,LAX,2023-07-01
$492,American Airlines,1 stop,10h 15m,ATL,LAX,2023-07-01
$394,American Airlines,2 stops,11h 42m,ATL,LAX,2023-07-01
$594,American Airlines,1 stop,9h 00m,ATL,LAX,2023-07-01
$408,JetBlue,1 stop,11h 22m,ATL,LAX,2023-07-01
$503,United Airlines,2 stops,10h 06m,ATL,LAX,2023-07-01
$487,American Airlines,1 stop,10h 46m,ATL,LAX,2023-07-01
$397,American Airlines,2 stops,11h 50m,ATL,LAX,2023-07-01
$431,American Airlines,1 stop,10h 40m,ATL,LAX,2023-07-01
$356,United Airlines,1 stop,11h 26m,ATL,LAX,2023-07-01
$498,United Airlines,2 stops,10h 27m,ATL,LAX,2023-07-01
$257,Spirit Airlines,1 stop,12h 49m,ATL,LAX,2023-07-01
$632,United Airlines,1 stop,8h 57m,ATL,LAX,2023-07-01
$479,United Airlines,1 stop,11h 06m,ATL,LAX,2023-07-01
$390,United Airlines,1 stop,12h 00m,ATL,LAX,2023-07-01
$257,Spirit Airlines,1 stop,13h 59m,ATL,LAX,2023-07-01
$773,Delta,1 stop,6h 48m,ATL,LAX,2023-07-01
$384,"Sun Country Air, Spirit Airlines",1 stop,9h 50m,ATL,LAX,2023-07-01
$575,United Airlines,1 stop,9h 47m,ATL,LAX,2023-07-01
$669,American Airlines,1 stop,8h 29m,ATL,LAX,2023-07-01
$298,Spirit Airlines,2 stops,13h 19m,ATL,LAX,2023-07-01
$467,American Airlines,2 stops,11h 17m,ATL,LAX,2023-07-01
$217,Spirit Airlines,1 stop,13h 47m,ATL,LAX,2023-07-01
$773,Delta,1 stop,7h 00m,ATL,LAX,2023-07-01
$594,American Airlines,1 stop,8h 47m,ATL,LAX,2023-07-01
$437,American Airlines,2 stops,11h 50m,ATL,LAX,2023-07-01
$431,American Airlines,2 stops,12h 05m,ATL,LAX,2023-07-01
