Price,Company Name,Stops,Duration,Destination,From,Date
$575,Hawaiian Airlines,1 stop,10h 03m,HNL,LAX,2023-06-26
$575,Hawaiian Airlines,1 stop,9h 10m,HNL,LAX,2023-06-26
$481,American Airlines,1 stop,11h 31m,HNL,LAX,2023-06-26
$325,United Airlines,1 stop,13h 33m,HNL,LAX,2023-06-26
$375,United Airlines,1 stop,13h 32m,HNL,LAX,2023-06-26
$599,Alaska Airlines,1 stop,10h 45m,HNL,LAX,2023-06-26
$325,United Airlines,1 stop,14h 01m,HNL,LAX,2023-06-26
$719,Alaska Airlines,1 stop,9h 29m,HNL,LAX,2023-06-26
$384,American Airlines,1 stop,13h 58m,HNL,LAX,2023-06-26
$834,American Airlines,1 stop,7h 55m,HNL,LAX,2023-06-26
$395,United Airlines,1 stop,14h 28m,HNL,LAX,2023-06-26
$834,American Airlines,1 stop,8h 32m,HNL,LAX,2023-06-26
$599,Alaska Airlines,1 stop,11h 50m,HNL,LAX,2023-06-26
$690,Delta,1 stop,11h 01m,HNL,LAX,2023-06-26
$599,Alaska Airlines,1 stop,12h 25m,HNL,LAX,2023-06-26
$431,American Airlines,1 stop,14h 52m,HNL,LAX,2023-06-26
$564,American Airlines,2 stops,12h 43m,HNL,LAX,2023-06-26
$834,American Airlines,1 stop,9h 35m,HNL,LAX,2023-06-26
$325,United Airlines,1 stop,16h 16m,HNL,LAX,2023-06-26
$481,American Airlines,1 stop,14h 46m,HNL,LAX,2023-06-26
$719,Alaska Airlines,1 stop,11h 44m,HNL,LAX,2023-06-26
$564,American Airlines,2 stops,13h 25m,HNL,LAX,2023-06-26
$834,American Airlines,1 stop,10h 20m,HNL,LAX,2023-06-26
$325,United Airlines,1 stop,16h 53m,HNL,LAX,2023-06-26
$481,American Airlines,1 stop,15h 14m,HNL,LAX,2023-06-26
$690,Delta,1 stop,12h 57m,HNL,LAX,2023-06-26
$564,American Airlines,2 stops,14h 36m,HNL,LAX,2023-06-26
$719,Alaska Airlines,1 stop,13h 04m,HNL,LAX,2023-06-26
$395,United Airlines,1 stop,15h 55m,HNL,LAX,2023-06-26
$325,United Airlines,1 stop,19h 08m,HNL,LAX,2023-06-26
$420,United Airlines,2 stops,13h 22m,HNL,LAX,2023-06-26
$545,Hawaiian Airlines,1 stop,12h 03m,HNL,LAX,2023-06-26
$545,Alaska Airlines,1 stop,12h 13m,HNL,LAX,2023-06-26
$606,Hawaiian Airlines,1 stop,11h 24m,HNL,LAX,2023-06-26
$395,United Airlines,1 stop,14h 28m,HNL,LAX,2023-06-26
$545,Hawaiian Airlines,1 stop,12h 26m,HNL,LAX,2023-06-26
$834,American Airlines,1 stop,8h 32m,HNL,LAX,2023-06-26
